       origin,            N,           r0,   integrator,           ic,           dt,          div,           cc,          mcc,            t,       parity,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,
       evolve,           10,     0.005000,          sym,       circle,     0.032258,          100,         7903,           23,     1.258065,            0,            1,     0.962917,     0.206074,    -0.626673,     0.787105,            2,     0.726946,     0.987186,     0.418343,     0.478865,            3,     0.752373,     0.994705,    -1.328319,     0.487509,            4,     0.341275,     0.983195,     0.303151,    -0.922239,            5,     0.085865,     0.784477,     0.790516,    -0.542430,            6,     0.000698,     0.483570,     0.952778,     0.032049,            7,     0.108359,     0.185141,     0.747576,     0.601628,            8,     0.527501,     0.060156,     0.125851,     0.957626,            9,     0.533797,     0.066841,    -0.247893,     0.704032,           10,     0.960270,     0.214931,    -1.135331,     0.333494,
       evolve,           10,     0.005000,          sym,       circle,     0.032258,          100,         8167,           23,     1.290323,            0,            1,     0.936142,     0.232120,    -1.210363,     0.647739,            2,     0.720266,     0.975147,    -0.374773,    -0.780950,            3,     0.729699,     0.977524,    -0.535202,    -1.170316,            4,     0.351054,     0.953445,     0.303151,    -0.922239,            5,     0.111366,     0.766979,     0.790516,    -0.542430,            6,     0.031432,     0.484604,     0.952778,     0.032049,            7,     0.132474,     0.204549,     0.747576,     0.601628,            8,     0.526848,     0.086089,     0.071963,     1.013350,            9,     0.530513,     0.094509,    -0.194005,     0.648308,           10,     0.930206,     0.225034,    -0.551641,     0.472860,
       evolve,           10,     0.005000,          sym,       circle,     0.032258,          100,         8467,           23,     1.322581,            0,            1,     0.900163,     0.247178,    -0.772659,     0.237211,            2,     0.707189,     0.948597,    -0.244780,    -0.963452,            3,     0.713422,     0.941129,    -0.665195,    -0.987814,            4,     0.360833,     0.923696,     0.303151,    -0.922239,            5,     0.136866,     0.749481,     0.790516,    -0.542430,            6,     0.062167,     0.485638,     0.952778,     0.032049,            7,     0.156590,     0.223956,     0.747576,     0.601628,            8,     0.526411,     0.112519,     0.002406,     1.047568,            9,     0.527013,     0.121682,    -0.124448,     0.614091,           10,     0.909347,     0.246124,    -0.989345,     0.883388,
       evolve,           10,     0.005000,          sym,       circle,     0.032258,          100,         8767,           23,     1.354839,            0,            1,     0.878423,     0.260601,    -0.670941,     0.828625,            2,     0.697641,     0.917819,    -0.352823,    -1.159747,            3,     0.693616,     0.908963,    -0.557152,    -0.791519,            4,     0.370612,     0.893946,     0.303151,    -0.922239,            5,     0.162367,     0.731984,     0.790516,    -0.542430,            6,     0.092902,     0.486672,     0.952778,     0.032049,            7,     0.180705,     0.243364,     0.747576,     0.601628,            8,     0.526010,     0.139488,    -0.074624,     1.056248,            9,     0.523477,     0.148314,    -0.047418,     0.605410,           10,     0.874247,     0.268849,    -1.091063,     0.291974,
       evolve,           10,     0.005000,          sym,       circle,     0.032258,          100,         9067,           23,     1.387097,            0,            1,     0.850209,     0.286813,    -1.220650,     0.587924,            2,     0.685814,     0.882027,    -0.576556,    -1.147554,            3,     0.676089,     0.881812,    -0.333419,    -0.803712,            4,     0.380391,     0.864196,     0.303151,    -0.922239,            5,     0.187867,     0.714486,     0.790516,    -0.542430,            6,     0.123637,     0.487706,     0.952778,     0.032049,            7,     0.204820,     0.262771,     0.747576,     0.601628,            8,     0.525459,     0.166977,    -0.150052,     1.038368,            9,     0.520091,     0.174427,     0.028010,     0.623291,           10,     0.845623,     0.278786,    -0.541353,     0.532675,
       evolve,           10,     0.005000,          sym,       circle,     0.032258,          100,         9367,           23,     1.419355,            0,            1,     0.814884,     0.300578,    -0.717063,     0.261555,            2,     0.668481,     0.846113,    -0.662627,    -0.940679,            3,     0.664068,     0.854782,    -0.247349,    -1.010587,            4,     0.390170,     0.834447,     0.303151,    -0.922239,            5,     0.213368,     0.696988,     0.790516,    -0.542430,            6,     0.154372,     0.488740,     0.952778,     0.032049,            7,     0.228936,     0.282178,     0.747576,     0.601628,            8,     0.524592,     0.194905,    -0.214989,     0.996034,            9,     0.517021,     0.200101,     0.092947,     0.665625,           10,     0.824109,     0.301169,    -1.044941,     0.859044,
       evolve,           10,     0.005000,          sym,       circle,     0.032258,          100,         9667,           23,     1.451613,            0,            1,     0.793863,     0.315260,    -0.721873,     0.861633,            2,     0.648649,     0.815107,    -0.513569,    -0.773386,            3,     0.654546,     0.822844,    -0.396406,    -1.177880,            4,     0.399949,     0.804697,     0.303151,    -0.922239,            5,     0.238868,     0.679490,     0.790516,    -0.542430,            6,     0.185106,     0.489774,     0.952778,     0.032049,            7,     0.253051,     0.301586,     0.747576,     0.601628,            8,     0.523280,     0.223139,    -0.261785,     0.934234,            9,     0.514397,     0.225469,     0.139743,     0.727424,           10,     0.788291,     0.322635,    -1.040131,     0.258965,
       evolve,           10,     0.005000,          sym,       circle,     0.032258,          100,         9967,           23,     1.483871,            0,            1,     0.764202,     0.341378,    -1.220164,     0.527234,            2,     0.632156,     0.788481,    -0.298175,    -0.835115,            3,     0.641685,     0.786525,    -0.611801,    -1.116151,            4,     0.409728,     0.774947,     0.303151,    -0.922239,            5,     0.264369,     0.661993,     0.790516,    -0.542430,            6,     0.215841,     0.490807,     0.952778,     0.032049,            7,     0.277166,     0.320993,     0.747576,     0.601628,            8,     0.521443,     0.251511,    -0.284925,     0.860251,            9,     0.512297,     0.250699,     0.162883,     0.801407,           10,     0.761113,     0.332665,    -0.541840,     0.593365,
       evolve,           10,     0.005000,          sym,       circle,     0.032258,          100,        10267,           23,     1.516129,            0,            1,     0.729751,     0.353987,    -0.666667,     0.295376,            2,     0.621058,     0.760748,    -0.260353,    -1.055965,            3,     0.623429,     0.751314,    -0.649622,    -0.895301,            4,     0.419507,     0.745198,     0.303151,    -0.922239,            5,     0.289869,     0.644495,     0.790516,    -0.542430,            6,     0.246576,     0.491841,     0.952778,     0.032049,            7,     0.301282,     0.340400,     0.747576,     0.601628,            8,     0.519068,     0.279834,    -0.281683,     0.782801,            9,     0.510735,     0.275977,     0.159641,     0.878857,           10,     0.738725,     0.356205,    -1.095337,     0.825223,
       evolve,           10,     0.005000,          sym,       circle,     0.032258,          100,        10567,           23,     1.548387,            0,            1,     0.709215,     0.370035,    -0.777852,     0.885083,            2,     0.611302,     0.727674,    -0.442934,    -1.185848,            3,     0.603830,     0.721445,    -0.467042,    -0.765418,            4,     0.429286,     0.715448,     0.303151,    -0.922239,            5,     0.315370,     0.626997,     0.790516,    -0.542430,            6,     0.277311,     0.492875,     0.952778,     0.032049,            7,     0.325397,     0.359808,     0.747576,     0.601628,            8,     0.516202,     0.307931,    -0.252442,     0.711010,            9,     0.509664,     0.301483,     0.130400,     0.950648,           10,     0.702422,     0.376305,    -0.984151,     0.235516,
       evolve,           10,     0.005000,          sym,       circle,     0.032258,          100,        10867,           23,     1.580645,            0,            1,     0.678147,     0.395806,    -1.208919,     0.467592,            2,     0.597316,     0.691072,    -0.639164,    -1.077686,            3,     0.588462,     0.695102,    -0.270812,    -0.873580,            4,     0.439065,     0.685698,     0.303151,    -0.922239,            5,     0.340870,     0.609499,     0.790516,    -0.542430,            6,     0.308045,     0.493909,     0.952778,     0.032049,            7,     0.349513,     0.379215,     0.747576,     0.601628,            8,     0.512951,     0.335647,    -0.200646,     0.653337,            9,     0.508978,     0.327368,     0.078604,     1.008322,           10,     0.676652,     0.386683,    -0.553085,     0.653007,
       evolve,           10,     0.005000,          sym,       circle,     0.032258,          100,        11167,           23,     1.612903,            0,            1,     0.644761,     0.407431,    -0.623070,     0.337600,            2,     0.578317,     0.656752,    -0.626835,    -0.853961,            3,     0.578107,     0.666478,    -0.283140,    -1.097305,            4,     0.448844,     0.655949,     0.303151,    -0.922239,            5,     0.366371,     0.592002,     0.790516,    -0.542430,            6,     0.338780,     0.494943,     0.952778,     0.032049,            7,     0.373628,     0.398622,     0.747576,     0.601628,            8,     0.509466,     0.362876,    -0.132398,     0.616577,            9,     0.508527,     0.353741,     0.010356,     1.045081,           10,     0.653199,     0.411206,    -1.138934,     0.782999,
       evolve,           10,     0.005000,          sym,       circle,     0.032258,          100,        11467,           23,     1.645161,            0,            1,     0.624459,     0.424910,    -0.837104,     0.898230,            2,     0.559199,     0.627939,    -0.419909,    -0.768015,            3,     0.567871,     0.632347,    -0.490067,    -1.183251,            4,     0.458623,     0.626199,     0.303151,    -0.922239,            5,     0.391871,     0.574504,     0.790516,    -0.542430,            6,     0.369515,     0.495977,     0.952778,     0.032049,            7,     0.397743,     0.418030,     0.747576,     0.601628,            8,     0.505925,     0.389567,    -0.055740,     0.605062,            9,     0.508131,     0.380653,    -0.066302,     1.056596,           10,     0.616662,     0.429876,    -0.924900,     0.222369,
       evolve,           10,     0.005000,          sym,       circle,     0.032258,          100,        11767,           23,     1.677419,            0,            1,     0.592067,     0.450088,    -1.187272,     0.410891,            2,     0.544992,     0.601622,    -0.252705,    -0.917174,            3,     0.552725,     0.595720,    -0.657270,    -1.034092,            4,     0.468403,     0.596449,     0.303151,    -0.922239,            5,     0.417372,     0.557006,     0.790516,    -0.542430,            6,     0.400250,     0.497010,     0.952778,     0.032049,            7,     0.421859,     0.437437,     0.747576,     0.601628,            8,     0.502514,     0.415732,     0.020295,     0.620149,            9,     0.507604,     0.408089,    -0.142337,     1.041510,           10,     0.592215,     0.440845,    -0.574732,     0.709708,
       evolve,           10,     0.005000,          sym,       circle,     0.032258,          100,        12067,           23,     1.709677,            0,            1,     0.559904,     0.460935,    -0.587654,     0.386888,            2,     0.535162,     0.571963,    -0.314564,    -1.132531,            3,     0.533200,     0.562435,    -0.595411,    -0.818735,            4,     0.478182,     0.566700,     0.303151,    -0.922239,            5,     0.442872,     0.539509,     0.790516,    -0.542430,            6,     0.430984,     0.498044,     0.952778,     0.032049,            7,     0.445974,     0.456844,     0.747576,     0.601628,            8,     0.499404,     0.441447,     0.086750,     0.660059,            9,     0.506778,     0.435976,    -0.208792,     1.001599,           10,     0.567539,     0.466147,    -1.174349,     0.733711,
       evolve,           10,     0.005000,          sym,       circle,     0.032258,          100,        12367,           23,     1.741935,            0,            1,     0.539579,     0.479863,    -0.897748,     0.900658,            2,     0.524222,     0.536910,    -0.535437,    -1.170219,            3,     0.514786,     0.534544,    -0.374538,    -0.781047,            4,     0.487961,     0.536950,     0.303151,    -0.922239,            5,     0.468373,     0.522011,     0.790516,    -0.542430,            6,     0.461719,     0.499078,     0.952778,     0.032049,            7,     0.470089,     0.476252,     0.747576,     0.601628,            8,     0.496727,     0.466840,     0.135793,     0.720090,            9,     0.505518,     0.464185,    -0.257835,     0.941568,           10,     0.531025,     0.483367,    -0.864256,     0.219941,
       evolve,           10,     0.005000,          sym,       circle,     0.032258,          100,        12612,           47,     1.774194,            0,            1,     0.524194,     0.500000,     1.000000,     0.000000,            2,     0.519572,     0.514220,     0.809020,     0.587790,            3,     0.507476,     0.523009,     0.309020,     0.951060,            4,     0.492524,     0.523009,    -0.309020,     0.951060,            5,     0.480428,     0.514220,    -0.809020,     0.587790,            6,     0.475806,     0.500000,    -1.000000,     0.000000,            7,     0.480428,     0.485780,    -0.809020,    -0.587790,            8,     0.492524,     0.476991,    -0.309020,    -0.951060,            9,     0.507476,     0.476991,     0.309020,    -0.951060,           10,     0.519572,     0.485780,     0.809020,    -0.587790,
       evolve,           10,     0.005000,          sym,       circle,     0.032258,          100,        12612,           47,     1.806452,            0,            1,     0.556452,     0.500000,     1.000000,     0.000000,            2,     0.545670,     0.533181,     0.809020,     0.587790,            3,     0.517444,     0.553688,     0.309020,     0.951060,            4,     0.482556,     0.553688,    -0.309020,     0.951060,            5,     0.454330,     0.533181,    -0.809020,     0.587790,            6,     0.443548,     0.500000,    -1.000000,     0.000000,            7,     0.454330,     0.466819,    -0.809020,    -0.587790,            8,     0.482556,     0.446312,    -0.309020,    -0.951060,            9,     0.517444,     0.446312,     0.309020,    -0.951060,           10,     0.545670,     0.466819,     0.809020,    -0.587790,
       evolve,           10,     0.005000,          sym,       circle,     0.032258,          100,        12612,           47,     1.838710,            0,            1,     0.588710,     0.500000,     1.000000,     0.000000,            2,     0.571767,     0.552141,     0.809020,     0.587790,            3,     0.527412,     0.584367,     0.309020,     0.951060,            4,     0.472588,     0.584367,    -0.309020,     0.951060,            5,     0.428233,     0.552141,    -0.809020,     0.587790,            6,     0.411290,     0.500000,    -1.000000,     0.000000,            7,     0.428233,     0.447859,    -0.809020,    -0.587790,            8,     0.472588,     0.415633,    -0.309020,    -0.951060,            9,     0.527412,     0.415633,     0.309020,    -0.951060,           10,     0.571767,     0.447859,     0.809020,    -0.587790,
       evolve,           10,     0.005000,          sym,       circle,     0.032258,          100,        12612,           47,     1.870968,            0,            1,     0.620968,     0.500000,     1.000000,     0.000000,            2,     0.597865,     0.571102,     0.809020,     0.587790,            3,     0.537381,     0.615047,     0.309020,     0.951060,            4,     0.462619,     0.615047,    -0.309020,     0.951060,            5,     0.402135,     0.571102,    -0.809020,     0.587790,            6,     0.379032,     0.500000,    -1.000000,     0.000000,            7,     0.402135,     0.428898,    -0.809020,    -0.587790,            8,     0.462619,     0.384953,    -0.309020,    -0.951060,            9,     0.537381,     0.384953,     0.309020,    -0.951060,           10,     0.597865,     0.428898,     0.809020,    -0.587790,
       evolve,           10,     0.005000,          sym,       circle,     0.032258,          100,        12612,           47,     1.903226,            0,            1,     0.653226,     0.500000,     1.000000,     0.000000,            2,     0.623962,     0.590063,     0.809020,     0.587790,            3,     0.547349,     0.645726,     0.309020,     0.951060,            4,     0.452651,     0.645726,    -0.309020,     0.951060,            5,     0.376038,     0.590063,    -0.809020,     0.587790,            6,     0.346774,     0.500000,    -1.000000,     0.000000,            7,     0.376038,     0.409937,    -0.809020,    -0.587790,            8,     0.452651,     0.354274,    -0.309020,    -0.951060,            9,     0.547349,     0.354274,     0.309020,    -0.951060,           10,     0.623962,     0.409937,     0.809020,    -0.587790,
       evolve,           10,     0.005000,          sym,       circle,     0.032258,          100,        12612,           47,     1.935484,            0,            1,     0.685484,     0.500000,     1.000000,     0.000000,            2,     0.650059,     0.609024,     0.809020,     0.587790,            3,     0.557317,     0.676405,     0.309020,     0.951060,            4,     0.442683,     0.676405,    -0.309020,     0.951060,            5,     0.349941,     0.609024,    -0.809020,     0.587790,            6,     0.314516,     0.500000,    -1.000000,     0.000000,            7,     0.349941,     0.390976,    -0.809020,    -0.587790,            8,     0.442683,     0.323595,    -0.309020,    -0.951060,            9,     0.557317,     0.323595,     0.309020,    -0.951060,           10,     0.650059,     0.390976,     0.809020,    -0.587790,
       evolve,           10,     0.005000,          sym,       circle,     0.032258,          100,        12612,           47,     1.967742,            0,            1,     0.717742,     0.500000,     1.000000,     0.000000,            2,     0.676157,     0.627985,     0.809020,     0.587790,            3,     0.567286,     0.707085,     0.309020,     0.951060,            4,     0.432714,     0.707085,    -0.309020,     0.951060,            5,     0.323843,     0.627985,    -0.809020,     0.587790,            6,     0.282258,     0.500000,    -1.000000,     0.000000,            7,     0.323843,     0.372015,    -0.809020,    -0.587790,            8,     0.432714,     0.292915,    -0.309020,    -0.951060,            9,     0.567286,     0.292915,     0.309020,    -0.951060,           10,     0.676157,     0.372015,     0.809020,    -0.587790,
       evolve,           10,     0.005000,          sym,       circle,     0.032258,          100,        12612,           47,     2.000000,            0,            1,     0.750000,     0.500000,     1.000000,     0.000000,            2,     0.702254,     0.646946,     0.809020,     0.587790,            3,     0.577254,     0.737764,     0.309020,     0.951060,            4,     0.422746,     0.737764,    -0.309020,     0.951060,            5,     0.297746,     0.646946,    -0.809020,     0.587790,            6,     0.250000,     0.500000,    -1.000000,     0.000000,            7,     0.297746,     0.353054,    -0.809020,    -0.587790,            8,     0.422746,     0.262236,    -0.309020,    -0.951060,            9,     0.577254,     0.262236,     0.309020,    -0.951060,           10,     0.702254,     0.353054,     0.809020,    -0.587790,
